'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2018-07-09','03:45','Gedimino pr.','budintis operatorius','Transporto eismo per prospektà atidarymas.','','Aleksandr Þuromskij','Transporto eimas per prospektà atidarytas.','','2018-07-09','04:05'
2,'2018-07-09','07:55','Baltruðaièio 3','sigitas.sakalys@vilnius.lt','Vaþ. dalyje sukritæs ðulinys.','LN tarnyba, R.Zaborovskis, 865021570','Aleksandr Þuromskij','12.1 Informacija perduota (LN ðulinys, pastatyta vertikali gairë.','','2018-07-09','08:45'
13,'2018-07-09','14:10','Savanoriø 124A','budintis operatorius','Laikinai pastatytø kelio þenklø patikrinimas (þiûrëti ataskaitoje 2018.05.22)','','Aleksandr Þuromskij','12.1 Informacija perduota (remonto darbai atlikti, signalinë tvorelë paimta)','','2018-07-09','14:25'
14,'2018-07-09','14:30','Talino 15','budintis operatorius','Laikinai pastatytø kelio þenklø patikrinimas (þiûrëti ataskaitoje 2018.06.04).','MS sigitas.sakalys@vilnius.lt','Aleksandr Þuromskij','12.2 Laikinøjø þenklø patikrinimas (remonto darbai neatlikti, þenklas paliktas). Informacija perduota.','','2018-07-09',''
15,'2018-07-09','16:30','Gabijos 81','aurimas.kalasauskas@yit.lt','Kiemo vaþ. dalyje prie LN trapo formuojasi ágriuva.','LN tarnyba, R.Zaborovskis, 865021570','Aleksandr Þuromskij','12.1 Informacija perduota (ágriuva prie LN trapo, pastatyta signalinë tvorelë)','','2018-07-09','17:45'
16,'2018-07-09','16:55','Oslo ,,Ðiltnamiø" autob. sust. link Gariûnø','VPK','Vaþ. dalyje po autoávykio duþenos.','','Aleksandr Þuromskij','5.2 Vieta po autoávykio sutvarkyta.','','2018-07-09','16:20'
17,'2018-07-09','17:15','Galvës vaþiuojant link Trakø Vokës uþ upelio','privatus','Vaþ. dalyje partrenktas ðuo.','','Aleksandr Þuromskij','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Ðiukðliø maiðai (1 VNT), Pirðtinës vienkartinës (2 VNT)','2018-07-09','17:40'
18,'2018-07-09','17:40','Þirmûnø 32C-41','privatus','Termometras su gyvsidabriu.','','Aleksandr Þuromskij','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-07-09','18:15'
19,'2018-07-09','18:20','Gedimino pr. 60',' k.vaicekiutis@grinda.lt','Vaþ. dalyje atsivërë smegduobë.','v.suveizdis@grinda.lt , dispecerine@vv.lt , LN tarnyba, R.Zaborovskis, 865021570','Aleksandr Þuromskij','12.1 Informacija perduota (ágriuva ant ðaligatvio). Pastatytos dvi signalinës tvoros ir apjuosta STOP juosta. ','','2018-07-09','19:40'
20,'2018-07-09','18:40','Gedimino pr.','budintis operatorius','Transporto eismo per prospektà uþdarymas.','','Aleksandr Þuromskij','Transporto eismas per prospektà uþdarytas.','','2018-07-09','19:15'
21,'2018-07-09','18:45','Pilies','MS ','Korteþo pravaþiavimui patraukti gëlinës.','','Aleksandr Þuromskij','Gëlinës atstumtos, pravaþiavimas atidarytas.','','2018-07-09','19:00'
22,'2018-07-09','19:00','Vilkpëdës ant kalno','privatus','Vaþ. dalyje partrenktas stirniukas.','','Aleksandr Þuromskij','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Pirðtinës vienkartinës (2 VNT), Ðiukðliø maiðai (1 VNT)','2018-07-09',''
23,'2018-07-09','19:25','Rasø vaþiuojant nuo varðuvos link Dunojaus g.','privatus','Vaþ. dalyje pribarstyta smëlio.','','Aleksandr Þuromskij','10.2 Surinkta ir iðveþta, vieta iðvalyta. ','','2018-07-09','20:05'
24,'2018-07-09','19:50','Pilies','privatus','Atstumtos betoninës gëlinës pastatyti á vietà.','','Aleksandr Þuromskij','Atstumtos betoninës gëlinës pastatytos á vietà.','','2018-07-09','20:15'
25,'2018-07-09','20:05','Antakalnio sankrþ.','privatus','Vaþ. dalyje praviras ðulinys.','aurimas.kalasauskas@yit.lt','Aleksandr Þuromskij','Nurodytyu adresu vykdomi kelio remonto darbai. VV ðulinys uþdengtas tuo paèiu nustumtu dangèiu. Pastatyta vertikali gairë. Informacija perduota.','','2018-07-09','20:40'
26,'2018-07-09','21:55','Janonio  7','privatus','Vaþ. dalyje ið ðulinio verþiasi nuotekos.','VV avarinë 861611256','Aleksandr Þuromskij','12.1 Informacija perduota (FN ðulinys uþdengtas plastmasiniu dangèiu, ið ðulinio verþiasi nuotekos). Informacija perduota.','','2018-07-09','22:15'
27,'2018-07-09','23:55','Kareiviø link Suslëtekio g.','Aplinkosauga','Vaþ. dalyje partrenkta stirna.','','Aleksandr Þuromskij','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Pirðtinës vienkartinës (2 VNT), Maiðas PP 65*105cm su plëvele (1 VNT)','2018-07-09','00:30'
